time,type,amount,sender,balance_before,balance_after,receiver,isFraud
418,TRADE,11034,946726,39438,28404,262919,0
418,ISSUE,7735,0,36884,44619,405547,0
418,TRADE,15401,576773,26111,10710,1154574,0
418,TRADE,863,337658,21231,20368,1161807,0
418,TRADE,200,68935,17915,17715,326708,0
418,TRADE,14265,42759,105066,90801,477122,0
418,TRADE,13750,698419,26836,13086,792888,0
418,TRADE,4754,713184,114698,109944,1007410,0
418,TRADE,8571,374988,32024,23453,49436,0
418,TRADE,15670,297133,95244,79574,329836,0
418,ISSUE,4877,0,28817,33694,332633,0
418,TRADE,7991,262919,71787,63796,704250,0
418,ISSUE,54770,0,851469,906239,648460,1
418,TRADE,666615,648460,906239,239624,726207,1
418,REDEEM,195848,648460,239624,43776,0,1
418,TRADE,19723,984337,47506,27783,899253,0
418,TRADE,2139,205155,20891,18752,374988,0
418,TRADE,22468,787684,27408,4940,1007410,0
418,REDEEM,200,10804,81612,81412,0,0
418,TRADE,200,280481,21737,21537,984337,0
418,TRADE,7419,347175,56014,48595,1154574,0
418,TRADE,7726,159610,18463,10737,367681,0
418,TRADE,200,1161807,5471,5271,280481,0
418,TRADE,9953,136402,26034,16081,704250,0
418,TRADE,200,915852,50763,50563,946726,0
418,TRADE,933,670580,11647,10714,355253,0
418,TRADE,7654,586003,38700,31046,205155,0
418,TRADE,200,672412,39741,39541,355253,0
418,TRADE,19333,1007410,63120,43787,786675,0
418,TRADE,200,527692,46239,46039,68935,0
418,REDEEM,9250,37837,14655,5405,0,0
418,REDEEM,12901,625587,32123,19222,0,0
418,TRADE,11075,1107330,22665,11590,10804,0
418,TRADE,200,371304,81128,80928,170188,0
418,TRADE,5551,788139,48275,42724,648460,0
418,TRADE,17189,196302,61778,44589,672412,0
418,TRADE,200,579604,86221,86021,37837,0
418,TRADE,23961,689551,49558,25597,309686,0
418,TRADE,3087,49436,22882,19795,875121,0
418,TRADE,9623,492611,16193,6570,260109,0
418,TRADE,21786,966921,25114,3328,1156990,0
418,TRADE,1966,828493,43029,41063,316305,0
418,TRADE,8210,873345,13468,5258,792888,0
418,TRADE,200,875121,44943,44743,197386,0
418,TRADE,7762,407736,9889,2127,28672,0
418,TRADE,911,309686,40820,39909,787684,0
418,TRADE,1242,115869,5107,3865,136402,0
418,TRADE,200,374355,836,636,2658,0
419,TRADE,2339,1007410,43787,41448,861349,0
419,TRADE,200,704250,23240,23040,670580,0
419,TRADE,10516,822605,80965,70449,576773,0
419,TRADE,200,364533,31093,30893,1064559,0
419,TRADE,16891,792888,84678,67787,54536,0
419,TRADE,7804,197386,33041,25237,586003,0
419,TRADE,4741,367681,27130,22389,689551,0
419,TRADE,470,713184,109944,109474,1147902,0
419,TRADE,200,612220,2988,2788,1161807,0
419,TRADE,9520,680172,33102,23582,689551,0
419,ISSUE,23241,0,25592,48833,374988,0
419,TRADE,9580,1078536,12644,3064,921736,0
419,TRADE,24090,332633,33694,9604,946726,0
419,TRADE,11612,477122,28794,17182,680172,0
419,TRADE,8611,42759,90801,82190,37837,0
419,TRADE,7536,280481,21737,14201,280481,0
419,TRADE,2177,355253,29335,27158,915852,0
419,TRADE,200,337319,99604,99404,1161539,0
419,TRADE,4764,998116,78364,73600,680172,0
419,TRADE,200,1064559,10668,10468,197386,0
419,TRADE,200,953701,40425,40225,1154574,0
419,TRADE,200,107694,9253,9053,670580,0
419,TRADE,22616,1154574,35051,12435,579604,0
419,TRADE,200,405547,44619,44419,788139,0
419,TRADE,200,799431,4858,4658,31795,0
419,TRADE,200,915852,52740,52540,477122,0
419,TRADE,10153,1107330,11590,1437,961119,0
419,TRADE,200,68935,17915,17715,217966,0
419,TRADE,4196,746335,106045,101849,612220,0
419,TRADE,14252,576773,21226,6974,347175,0
419,TRADE,1827,946726,52694,50867,704250,0
419,TRADE,5938,1161539,22329,16391,670580,0
419,TRADE,4928,316305,15830,10902,670580,0
419,TRADE,23113,170188,45981,22868,309686,0
419,TRADE,4258,586003,38850,34592,492611,0
419,TRADE,200,899253,30961,30761,337658,0
419,TRADE,5872,366968,26597,20725,899253,0
419,TRADE,2458,37837,14216,11758,297133,0
419,TRADE,200,407736,2127,1927,792888,0
419,TRADE,200,337658,20568,20368,828493,0
419,TRADE,200,921736,17322,17122,915852,0
419,REDEEM,1525,136402,17323,15798,0,0
419,TRADE,19340,262919,63796,44456,332633,0
419,TRADE,11761,196302,44589,32828,694769,0
419,TRADE,21272,527692,46039,24767,612220,0
419,TRADE,7205,788139,42924,35719,405547,0
419,TRADE,10604,205155,26406,15802,367681,0
419,TRADE,200,961119,10295,10095,1147902,0
419,ISSUE,18151,0,27983,46134,984337,0
419,TRADE,866,412285,17410,16544,732474,0
419,TRADE,14189,875121,44743,30554,366968,0
419,TRADE,16901,329836,125350,108449,828493,0
419,TRADE,200,54536,32813,32613,672412,0
419,ISSUE,8419,0,62847,71266,347175,0
419,TRADE,200,371304,80928,80728,159610,0
419,TRADE,13513,49436,19795,6282,170188,0
419,TRADE,12824,672412,56930,44106,527692,0
419,TRADE,200,828493,58164,57964,788139,0
419,TRADE,200,345135,36074,35874,159610,0
419,TRADE,3603,846592,29305,25702,24578,0
419,TRADE,6246,689551,39858,33612,260109,0
419,TRADE,3924,579604,108637,104713,788139,0
420,TRADE,15036,672412,44106,29070,405547,0
420,TRADE,15721,420222,41046,25325,367681,0
420,TRADE,200,374988,48833,48633,49436,0
420,TRADE,200,477122,17382,17182,746335,0
420,TRADE,14429,792888,67987,53558,732474,0
420,TRADE,200,364533,30893,30693,510675,0
420,TRADE,17452,326708,26192,8740,672412,0
420,TRADE,2380,49436,6482,4102,412285,0
420,TRADE,6323,28672,58780,52457,188834,0
420,ISSUE,12337,0,3043,15380,510675,0
420,ISSUE,27671,0,72354,100025,260109,0
420,TRADE,3196,355253,27158,23962,792888,0
420,TRADE,7113,1064559,10468,3355,828493,0
420,TRADE,17767,197386,25437,7670,527692,0
420,TRADE,12218,217966,57778,45560,337319,0
420,TRADE,200,799431,4658,4458,527692,0
420,TRADE,200,953701,40225,40025,953701,0
420,TRADE,6698,586003,34592,27894,861349,0
420,TRADE,17609,309686,63022,45413,961119,0
420,REDEEM,7047,1154574,12435,5388,0,0
420,TRADE,15909,42759,82190,66281,405547,0
420,TRADE,12877,136402,15798,2921,337658,0
420,TRADE,7284,280481,21737,14453,54536,0
420,TRADE,1206,297133,82032,80826,366968,0
420,TRADE,200,946726,50867,50667,110160,0
420,TRADE,18994,612220,28256,9262,371304,0
420,TRADE,200,625587,19222,19022,921736,0
420,TRADE,200,337658,33245,33045,10804,0
420,TRADE,12225,899253,36633,24408,961119,0
420,TRADE,200,24578,16384,16184,670580,0
420,REDEEM,9012,875121,30554,21542,0,0
420,TRADE,200,188834,10565,10365,694769,0
420,TRADE,13964,329836,108449,94485,217966,0
420,ISSUE,200,0,26510,26710,786675,0
420,TRADE,16642,1147902,66035,49393,961119,0
420,TRADE,200,788139,39843,39643,899253,0
420,TRADE,200,1007410,41448,41248,698419,0
420,TRADE,10932,468524,30873,19941,468524,0
420,TRADE,8350,1161539,16391,8041,828493,0
420,TRADE,19955,366968,36120,16165,746335,0
420,TRADE,12051,961119,56571,44520,1154574,0
420,REDEEM,200,345135,35874,35674,0,0
420,TRADE,16245,984337,46134,29889,309686,0
420,REDEEM,11219,1156990,70083,58864,0,0
420,TRADE,6655,694769,67790,61135,24578,0
420,TRADE,13476,367681,48714,35238,367681,0
420,TRADE,4313,10804,92687,88374,689551,0
420,TRADE,200,822605,70449,70249,492611,0
420,TRADE,14785,680172,39958,25173,477122,0
420,TRADE,7110,861349,9817,2707,494330,0
420,TRADE,4653,579604,104713,100060,732474,0
420,TRADE,200,704250,24867,24667,110160,0
420,TRADE,21499,347175,71266,49767,670580,0
420,TRADE,200,950315,645,445,337319,0
420,TRADE,200,846592,25702,25502,698419,0
420,ISSUE,200,0,73600,73800,998116,0
420,TRADE,22329,527692,55558,33229,68935,0
420,TRADE,14010,412285,18924,4914,337319,0
420,TRADE,16684,170188,36381,19697,689551,0
421,TRADE,200,309686,61658,61458,1007410,0
421,TRADE,11137,337319,125832,114695,196302,0
421,ISSUE,38035,0,671525,709560,726207,1
421,TRADE,547416,726207,709560,162144,726207,1
421,REDEEM,558260,726207,709560,151300,0,1
421,TRADE,200,371304,99722,99522,1161807,0
421,TRADE,200,337658,33045,32845,586003,0
421,TRADE,836,1078536,3064,2228,1107330,0
421,TRADE,23673,494330,79109,55436,704250,0
421,TRADE,1751,586003,28094,26343,625587,0
421,TRADE,200,205155,15802,15602,297133,0
421,TRADE,4950,107694,9053,4103,477122,0
421,TRADE,13784,366968,16165,2381,196302,0
421,REDEEM,26924,54536,39897,12973,0,0
421,REDEEM,9388,822605,70249,60861,0,0
421,TRADE,9207,694769,61135,51928,1064559,0
421,TRADE,200,468524,30873,30673,787684,0
421,TRADE,9655,188834,10365,710,1156990,0
421,TRADE,15012,329836,94485,79473,420222,0
421,TRADE,200,670580,43679,43479,1120959,0
421,TRADE,200,345135,35674,35474,1107330,0
421,TRADE,11607,875121,21542,9935,309686,0
421,TRADE,200,861349,2707,2507,197386,0
421,TRADE,5168,946726,50667,45499,625587,0
421,TRADE,7284,367681,48714,41430,355253,0
421,ISSUE,87624,0,49327,136951,648460,1
421,TRADE,102690,648460,136951,34261,648460,1
421,REDEEM,124027,648460,136951,12924,0,1
421,TRADE,7986,689551,54609,46623,42759,0
421,TRADE,13200,579604,100060,86860,899253,0
421,TRADE,3469,828493,73427,69958,49436,0
421,TRADE,17374,961119,44520,27146,468524,0
421,ISSUE,110100,0,1922,112022,825187,1
421,TRADE,98864,825187,112022,13158,825187,1
421,REDEEM,106892,825187,112022,5130,0,1
421,TRADE,4274,31795,10234,5960,159610,0
421,TRADE,200,10804,88374,88174,713184,0
421,TRADE,200,170188,19697,19497,875121,0
421,TRADE,12785,24578,22839,10054,510675,0
421,TRADE,2267,405547,82569,80302,468524,0
421,TRADE,26624,746335,122004,95380,1161539,0
421,TRADE,14486,1156990,68519,54033,698419,0
421,TRADE,12232,732474,20188,7956,984337,0
421,TRADE,11429,374988,48633,37204,262919,0
421,TRADE,20461,899253,37808,17347,345135,0
421,TRADE,200,915852,52740,52540,625587,0
421,TRADE,12152,672412,46522,34370,732474,0
421,TRADE,3277,576773,6974,3697,694769,0
421,TRADE,200,846592,25502,25302,68935,0
421,TRADE,21932,788139,39643,17711,792888,0
421,TRADE,200,998116,73800,73600,347175,0
421,TRADE,200,921736,17322,17122,846592,0
421,TRADE,8391,713184,109674,101283,407736,0
421,TRADE,3207,262919,55885,52678,42759,0
421,REDEEM,200,196302,57749,57549,0,0
421,TRADE,3566,792888,78686,75120,326708,0
421,ISSUE,12423,0,40244,52667,68935,0
421,TRADE,200,374355,636,436,998116,0
421,TRADE,3656,260109,100025,96369,998116,0
421,ISSUE,8934,0,30693,39627,364533,0
421,ISSUE,200,0,17439,17639,1154574,0
421,TRADE,200,510675,28165,27965,612220,0
421,ISSUE,30986,0,40225,71211,953701,0
421,TRADE,6563,347175,49967,43404,787684,0
421,TRADE,200,326708,12306,12106,984337,0
421,ISSUE,5602,0,5671,11273,1161807,0
421,TRADE,200,787684,12614,12414,407736,0
421,TRADE,4246,49436,7571,3325,364533,0
421,TRADE,8498,355253,31246,22748,648460,0
421,TRADE,1558,217966,59524,57966,786675,0
421,TRADE,200,280481,14453,14253,367681,0
421,TRADE,24359,42759,77474,53115,1107330,0
421,TRADE,200,420222,40337,40137,822605,0
422,TRADE,544,579604,86860,86316,217966,0
422,TRADE,200,788139,17711,17511,2658,0
422,TRADE,200,170188,19497,19297,822605,0
422,TRADE,2250,713184,101283,99033,846592,0
422,REDEEM,11754,1154574,17639,5885,0,0
422,TRADE,200,1120959,1903,1703,477122,0
422,TRADE,7848,921736,17122,9274,316305,0
422,TRADE,7462,24578,10054,2592,953701,0
422,TRADE,7797,915852,52540,44743,345135,0
422,TRADE,24702,953701,78673,53971,726207,0
422,ISSUE,200,0,12414,12614,787684,0
422,TRADE,200,576773,3697,3497,846592,0
422,REDEEM,13624,329836,79473,65849,0,0
422,TRADE,8720,68935,52667,43947,260109,0
422,REDEEM,200,950315,445,245,0,0
422,TRADE,200,260109,105089,104889,345135,0
422,ISSUE,2491,0,41448,43939,1007410,0
422,TRADE,4040,196302,57549,53509,355253,0
422,TRADE,9959,1156990,54033,44074,846592,0
422,REDEEM,200,792888,75120,74920,0,0
422,REDEEM,7613,37837,11758,4145,0,0
422,TRADE,200,998116,77456,77256,527692,0
422,TRADE,13916,347175,43404,29488,732474,0
422,TRADE,200,49436,3325,3125,915852,0
422,TRADE,15655,337319,114695,99040,477122,0
422,TRADE,21861,364533,43873,22012,10804,0
422,TRADE,11305,309686,73065,61760,197386,0
422,TRADE,10490,846592,37911,27421,374355,0
422,TRADE,13377,217966,58510,45133,494330,0
422,TRADE,200,468524,50314,50114,196302,0
422,TRADE,1950,966921,3328,1378,316305,0
422,TRADE,15175,337658,32845,17670,316305,0
422,ISSUE,10191,0,10135,20326,875121,0
422,REDEEM,200,420222,40137,39937,0,0
422,TRADE,9602,326708,12106,2504,799431,0
422,TRADE,200,1161807,11273,11073,875121,0
422,TRADE,6356,612220,9462,3106,31795,0
422,ISSUE,569,0,43479,44048,670580,0
422,TRADE,6074,494330,68813,62739,31795,0
422,TRADE,200,477122,52772,52572,787684,0
422,ISSUE,13633,0,12973,26606,54536,0
422,TRADE,1932,280481,14253,12321,197386,0
422,TRADE,200,159610,15411,15211,998116,0
422,TRADE,23674,10804,110035,86361,998116,0
422,TRADE,200,136402,2921,2721,1107330,0
422,TRADE,200,799431,14060,13860,31795,0
422,TRADE,7955,1064559,12562,4607,1154574,0
422,TRADE,9492,374988,37204,27712,899253,0
422,TRADE,7007,367681,41630,34623,694769,0
422,TRADE,19747,704250,48340,28593,337319,0
422,TRADE,9864,1161539,34665,24801,875121,0
422,TRADE,17592,732474,34024,16432,1147902,0
422,TRADE,6740,527692,33429,26689,31795,0
422,REDEEM,13960,205155,15602,1642,0,0
422,TRADE,3416,746335,95380,91964,984337,0
422,TRADE,200,828493,69958,69758,260109,0
422,TRADE,17003,316305,35875,18872,1120959,0
422,ISSUE,10043,0,27146,37189,961119,0
422,TRADE,3100,672412,34370,31270,110160,0
422,TRADE,7910,371304,99522,91612,713184,0
422,TRADE,27653,297133,81026,53373,746335,0
422,TRADE,8821,899253,26839,18018,1154574,0
423,TRADE,1484,262919,52678,51194,704250,0
423,TRADE,13241,1107330,27032,13791,374355,0
423,TRADE,14908,371304,91612,76704,345135,0
423,TRADE,14613,309686,61760,47147,420222,0
423,REDEEM,200,326708,2504,2304,0,0
423,TRADE,18614,953701,53971,35357,2658,0
423,TRADE,5858,405547,80302,74444,527692,0
423,ISSUE,17827,0,3497,21324,576773,0
423,ISSUE,7383,0,53709,61092,196302,0
423,TRADE,17397,698419,27972,10575,713184,0
423,TRADE,200,786675,28268,28068,576773,0
423,TRADE,200,875121,30390,30190,326708,0
423,TRADE,200,110160,14103,13903,205155,0
423,TRADE,200,510675,27965,27765,337658,0
423,TRADE,9602,68935,43947,34345,953701,0
423,TRADE,880,37837,4145,3265,648460,0
423,ISSUE,25263,0,74920,100183,792888,0
423,TRADE,18172,28672,52457,34285,31795,0
423,ISSUE,20360,0,43939,64299,1007410,0
423,TRADE,5176,355253,26788,21612,68935,0
423,TRADE,18058,10804,86361,68303,2658,0
423,REDEEM,6492,2658,41303,34811,0,0
423,TRADE,8836,689551,46623,37787,366968,0
423,TRADE,3354,1161807,11073,7719,586003,0
423,TRADE,11633,527692,32547,20914,309686,0
423,ISSUE,22921,0,118787,141708,337319,0
423,TRADE,5878,704250,30077,24199,689551,0
423,TRADE,200,332633,28944,28744,648460,0
423,TRADE,7968,374988,27712,19744,337319,0
423,REDEEM,200,420222,54550,54350,0,0
423,TRADE,2284,625587,26141,23857,309686,0
423,TRADE,24097,54536,26606,2509,787684,0
423,ISSUE,200,0,2228,2428,1078536,0
423,TRADE,12929,31795,43502,30573,492611,0
423,TRADE,4357,670580,44048,39691,337319,0
423,TRADE,22445,367681,34623,12178,217966,0
423,TRADE,10693,170188,19297,8604,828493,0
423,TRADE,11499,732474,16432,4933,68935,0
423,TRADE,200,345135,78840,78640,648460,0
423,TRADE,8853,946726,45499,36646,704250,0
423,TRADE,200,42759,53115,52915,875121,0
423,TRADE,7561,1161539,24801,17240,1161539,0
423,TRADE,11388,799431,13860,2472,309686,0
423,TRADE,200,280481,12321,12121,10804,0
423,TRADE,200,579604,86316,86116,205155,0
423,TRADE,200,316305,18872,18672,2658,0
423,TRADE,9999,828493,80451,70452,107694,0
423,TRADE,11243,1147902,66985,55742,477122,0
423,TRADE,200,680172,25173,24973,726207,0
423,TRADE,971,197386,21107,20136,110160,0
423,REDEEM,5906,494330,62739,56833,0,0
423,TRADE,10457,899253,18018,7561,332633,0
423,TRADE,200,961119,37189,36989,420222,0
423,TRADE,18488,329836,65849,47361,846592,0
423,TRADE,2113,672412,31270,29157,217966,0
423,TRADE,4825,713184,124340,119515,846592,0
423,TRADE,6619,1154574,22661,16042,412285,0
423,TRADE,19099,915852,44943,25844,612220,0
423,TRADE,200,364533,22012,21812,787684,0
423,TRADE,7823,1156990,44074,36251,861349,0
423,REDEEM,2562,260109,105089,102527,0,0
423,TRADE,200,217966,69691,69491,494330,0
423,TRADE,259,24578,2592,2333,107694,0
423,TRADE,10743,492611,23957,13214,579604,0
423,ISSUE,8483,0,29488,37971,347175,0
424,TRADE,9741,28672,34285,24544,961119,0
424,TRADE,9046,612220,22205,13159,875121,0
424,TRADE,16535,347175,37971,21436,698419,0
424,TRADE,3904,788139,17511,13607,374355,0
424,ISSUE,98897,0,22702,121599,648460,1
424,TRADE,100314,648460,121599,21285,726207,1
424,REDEEM,15661,648460,21285,5624,0,1
424,TRADE,5857,1161539,24801,18944,579604,0
424,TRADE,7762,374355,28071,20309,726207,0
424,TRADE,200,170188,8604,8404,107694,0
424,TRADE,4173,159610,15211,11038,136402,0
424,TRADE,7102,746335,119617,112515,262919,0
424,TRADE,16342,197386,20136,3794,1154574,0
424,TRADE,1515,2658,35011,33496,107694,0
424,TRADE,10512,680172,24973,14461,961119,0
424,TRADE,200,24578,2333,2133,510675,0
424,TRADE,200,188834,710,510,49436,0
424,TRADE,200,217966,69491,69291,822605,0
424,TRADE,9510,42759,52915,43405,337319,0
424,TRADE,18119,698419,27110,8991,828493,0
424,ISSUE,24768,0,21524,46292,576773,0
424,TRADE,8511,329836,47361,38850,698419,0
424,TRADE,200,689551,43665,43465,984337,0
424,TRADE,200,822605,61461,61261,953701,0
424,TRADE,200,1147902,55742,55542,10804,0
424,TRADE,200,1154574,32384,32184,828493,0
424,TRADE,200,586003,29697,29497,355253,0
424,TRADE,200,899253,7561,7361,374988,0
424,TRADE,5994,262919,58296,52302,297133,0
424,TRADE,266,799431,2472,2206,875121,0
424,TRADE,8855,787684,37111,28256,680172,0
424,TRADE,200,915852,25844,25644,494330,0
424,TRADE,4390,407736,10518,6128,680172,0
424,ISSUE,17111,0,119515,136626,713184,0
424,TRADE,200,316305,18672,18472,188834,0
424,TRADE,1959,337319,163543,161584,49436,0
424,TRADE,200,297133,59367,59167,950315,0
424,TRADE,200,364533,21812,21612,367681,0
424,TRADE,200,792888,100183,99983,861349,0
424,ISSUE,157241,0,284278,441519,726207,1
424,TRADE,351602,726207,441519,89917,825187,1
424,REDEEM,86605,726207,89917,3312,0,1
424,ISSUE,26160,0,3265,29425,37837,0
424,REDEEM,9604,420222,54550,44946,0,0
424,TRADE,5403,110160,14874,9471,316305,0
424,ISSUE,12673,0,68703,81376,10804,0
424,TRADE,4687,786675,28068,23381,42759,0
424,TRADE,200,492611,13214,13014,37837,0
424,TRADE,6810,405547,74444,67634,799431,0
424,TRADE,11703,704250,33052,21349,1154574,0
424,TRADE,4544,510675,27965,23421,1064559,0
424,TRADE,17387,875121,39702,22315,260109,0
424,TRADE,1551,68935,51020,49469,788139,0
424,TRADE,11560,1107330,13791,2231,10804,0
424,TRADE,3508,1120959,18706,15198,28672,0
424,TRADE,15786,953701,45159,29373,2658,0
424,TRADE,200,1007410,64299,64099,1147902,0
424,TRADE,4392,694769,62212,57820,822605,0
424,TRADE,200,625587,23857,23657,68935,0
424,TRADE,6758,998116,101130,94372,337319,0
424,TRADE,2501,49436,5284,2783,875121,0
424,TRADE,200,332633,39201,39001,280481,0
424,ISSUE,48960,0,356732,405692,825187,1
424,TRADE,383485,825187,405692,22207,648460,1
424,REDEEM,19317,825187,22207,2890,0,1
424,TRADE,200,136402,6894,6694,1154574,0
424,TRADE,3760,670580,39691,35931,188834,0
424,TRADE,22475,961119,57242,34767,374988,0
424,TRADE,200,477122,63815,63615,196302,0
424,TRADE,5819,984337,45937,40118,355253,0
424,TRADE,7977,828493,88771,80794,110160,0
424,TRADE,20729,468524,50114,29385,337319,0
424,TRADE,10909,337658,17870,6961,670580,0
424,TRADE,11182,107694,16076,4894,262919,0
425,TRADE,5013,788139,15158,10145,345135,0
425,TRADE,200,961119,34767,34567,107694,0
425,TRADE,8020,42759,48092,40072,355253,0
425,TRADE,200,579604,102716,102516,371304,0
425,TRADE,27494,217966,69291,41797,998116,0
425,TRADE,200,188834,4470,4270,612220,0
425,TRADE,200,371304,76904,76704,825187,0
425,TRADE,4940,586003,29497,24557,115869,0
425,TRADE,22347,345135,83653,61306,1161807,0
425,TRADE,5312,680172,27706,22394,205155,0
425,TRADE,200,309686,72452,72252,217966,0
425,TRADE,10008,329836,38850,28842,10804,0
425,TRADE,4302,713184,136626,132324,579604,0
425,TRADE,18560,1147902,55742,37182,953701,0
425,TRADE,8263,1064559,9151,888,297133,0
425,TRADE,3856,364533,21612,17756,37837,0
425,TRADE,3339,31795,30573,27234,921736,0
425,REDEEM,200,899253,7361,7161,0,0
425,TRADE,7508,1161807,30066,22558,875121,0
425,TRADE,331,510675,23421,23090,31795,0
425,TRADE,17080,316305,23875,6795,37837,0
425,TRADE,7406,915852,25644,18238,477122,0
425,TRADE,200,205155,7354,7154,260109,0
425,TRADE,200,966921,1378,1178,407736,0
425,TRADE,1731,694769,57820,56089,136402,0
425,TRADE,200,1007410,64099,63899,861349,0
425,TRADE,12778,337319,189071,176293,347175,0
425,TRADE,12116,689551,43465,31349,28672,0
425,TRADE,9367,576773,46292,36925,337658,0
425,TRADE,200,787684,28256,28056,946726,0
425,TRADE,200,37837,50561,50361,648460,0
425,TRADE,5266,494330,57233,51967,1078536,0
425,ISSUE,17977,0,99983,117960,792888,0
425,TRADE,200,786675,23381,23181,332633,0
425,TRADE,200,861349,10730,10530,494330,0
425,TRADE,16536,262919,63484,46948,1161807,0
425,REDEEM,200,136402,8425,8225,0,0
425,TRADE,11936,1156990,36251,24315,713184,0
425,TRADE,13166,420222,44946,31780,726207,0
425,TRADE,4472,297133,67430,62958,1120959,0
425,TRADE,200,355253,35651,35451,672412,0
425,TRADE,10312,670580,46840,36528,297133,0
425,TRADE,200,115869,8805,8605,1007410,0
425,TRADE,2609,953701,47933,45324,24578,0
425,TRADE,12907,704250,21349,8442,68935,0
425,TRADE,9873,196302,61292,51419,950315,0
425,REDEEM,200,110160,17448,17248,0,0
425,TRADE,7007,1154574,44087,37080,262919,0
425,TRADE,200,672412,29357,29157,477122,0
425,TRADE,1972,332633,39201,37229,1107330,0
425,TRADE,4984,998116,121866,116882,612220,0
425,TRADE,9240,412285,11533,2293,420222,0
425,TRADE,5081,875121,32324,27243,1007410,0
425,TRADE,4804,28672,40168,35364,316305,0
425,TRADE,7294,477122,71221,63927,694769,0
425,TRADE,3723,367681,12378,8655,371304,0
425,TRADE,4107,828493,80794,76687,170188,0
425,TRADE,18208,374988,42419,24211,407736,0
425,TRADE,15422,347175,34214,18792,262919,0
425,TRADE,200,405547,67634,67434,68935,0
425,TRADE,504,159610,11038,10534,412285,0
425,TRADE,200,612220,18343,18143,405547,0
425,REDEEM,2552,984337,40118,37566,0,0
425,TRADE,200,698419,17502,17302,1078536,0
425,TRADE,858,746335,112515,111657,364533,0
425,TRADE,16238,468524,29385,13147,159610,0
426,TRADE,200,510675,23090,22890,704250,0
426,TRADE,200,337319,176293,176093,297133,0
426,TRADE,17729,792888,117960,100231,875121,0
426,TRADE,7120,822605,65653,58533,54536,0
426,TRADE,16386,494330,52167,35781,788139,0
426,TRADE,200,159610,26772,26572,746335,0
426,TRADE,7613,788139,26531,18918,332633,0
426,TRADE,6645,262919,69377,62732,345135,0
426,TRADE,5460,345135,67951,62491,746335,0
426,TRADE,200,31795,27565,27365,1154574,0
426,TRADE,8294,260109,120114,111820,374988,0
426,TRADE,951,355253,35451,34500,648460,0
426,ISSUE,4783,0,12511,17294,170188,0
426,TRADE,15732,37837,50361,34629,364533,0
426,REDEEM,200,625587,23657,23457,0,0
426,TRADE,35111,1147902,37182,2071,136402,0
426,TRADE,464,787684,28056,27592,946726,0
426,TRADE,4109,10804,102944,98835,1120959,0
426,ISSUE,5666,0,24315,29981,1156990,0
426,ISSUE,200,0,24557,24757,586003,0
426,ISSUE,8923,0,72252,81175,309686,0
426,TRADE,200,205155,7154,6954,309686,0
426,TRADE,12099,136402,43336,31237,107694,0
426,TRADE,4893,786675,23181,18288,49436,0
426,TRADE,248,670580,36528,36280,1078536,0
426,TRADE,4441,998116,116882,112441,42759,0
426,TRADE,200,337658,16328,16128,713184,0
426,TRADE,3641,950315,10318,6677,786675,0
426,TRADE,200,828493,76687,76487,966921,0
426,TRADE,4321,527692,20914,16593,875121,0
426,TRADE,8553,280481,12321,3768,205155,0
426,ISSUE,6321,0,62776,69097,68935,0
426,TRADE,1230,873345,5258,4028,689551,0
426,REDEEM,24278,420222,41020,16742,0,0
426,TRADE,20047,953701,45324,25277,371304,0
426,ISSUE,16252,0,10530,26782,861349,0
426,TRADE,10498,297133,73470,62972,407736,0
426,REDEEM,9928,1007410,69180,59252,0,0
426,TRADE,200,875121,49293,49093,54536,0
426,TRADE,11631,961119,34567,22936,280481,0
426,TRADE,7826,405547,67634,59808,205155,0
426,TRADE,200,217966,41997,41797,1156990,0
426,TRADE,1207,107694,17193,15986,873345,0
426,TRADE,200,576773,36925,36725,822605,0
426,TRADE,11727,374988,32505,20778,374355,0
426,TRADE,10316,347175,18792,8476,196302,0
426,TRADE,3877,329836,28842,24965,873345,0
426,TRADE,200,1161539,18944,18744,1107330,0
426,TRADE,3855,374355,32036,28181,787684,0
426,TRADE,3578,110160,17248,13670,612220,0
426,TRADE,200,1064559,888,688,1107330,0
426,TRADE,17690,694769,63383,45693,188834,0
426,TRADE,200,371304,100474,100274,576773,0
426,TRADE,1002,732474,4933,3931,159610,0
426,TRADE,3964,746335,117317,113353,825187,0
426,TRADE,200,1161807,39094,38894,961119,0
426,TRADE,200,24578,4742,4542,825187,0
426,REDEEM,16771,2658,49282,32511,0,0
426,TRADE,200,188834,21960,21760,648460,0
426,TRADE,13710,579604,106818,93108,337658,0
426,REDEEM,4925,28672,35364,30439,0,0
426,REDEEM,14230,713184,144460,130230,0,0
426,TRADE,18180,407736,35034,16854,873345,0
426,TRADE,5744,49436,7676,1932,527692,0
426,TRADE,200,196302,61735,61535,961119,0
426,TRADE,5380,1120959,23779,18399,332633,0
426,TRADE,11466,698419,17302,5836,984337,0
426,TRADE,7656,492611,13014,5358,371304,0
426,TRADE,3610,477122,63927,60317,704250,0
427,TRADE,200,576773,36925,36725,2658,0
427,REDEEM,200,374988,20778,20578,0,0
427,TRADE,2874,1154574,37280,34406,950315,0
427,TRADE,4938,612220,21721,16783,115869,0
427,TRADE,18088,788139,18918,830,37837,0
427,TRADE,200,110160,13670,13470,170188,0
427,TRADE,2874,899253,7161,4287,412285,0
427,ISSUE,11714,0,25277,36991,953701,0
